"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC9"	"p9t4"	"p9t3"	"p9t6"	"p9t5"	"p9t2"	"p1t2"	"K22"	"K21"	"K20"	"K25"	"K24"	"K23"	"p6t5"	"Blank2"	"p6t4"	"Blank3"	"p6t3"	"p6t2"	"Blank1"	"p7t3"	"p6t1"	"p7t4"	"p7t2"	"p7t5"	"p7t6"	"p6t7"	"p6t6"	"QC24"	"QC25"	"QC26"	"QC20"	"p8t6"	"QC21"	"p8t7"	"QC22"	"p8t4"	"QC23"	"p8t5"	"p8t2"	"p8t3"	"K1"	"K2"	"K9"	"p4t3"	"p4t2"	"K7"	"K8"	"p4t6"	"K3"	"p4t5"	"K4"	"p4t4"	"QC11"	"Blank4"	"p2t4"	"QC12"	"p2t5"	"p2t2"	"p3t6"	"QC10"	"p2t3"	"p3t5"	"QC15"	"p3t4"	"QC16"	"p3t3"	"QC13"	"p2t6"	"p3t2"	"QC14"	"p2t7"	"QC19"	"p5t3"	"p5t4"	"QC17"	"p5t5"	"QC18"	"p5t6"	"p5t2"	"K16"	"K17"	"K18"	"K19"	"p1t7"	"p1t6"	"p1t5"	"p1t4"	"p1t3"	"K13"	"K12"	"K15"	"K14"	"K11"	"K10"
"CHEBI:15971"	"C6H9N3O2"	"N[C@@H](Cc1c[nH]cn1)C(O)=O"	"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1"	"L-Histidine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"3.827843111E7"	"7.487209319E7"	"1.524593712E7"	"4.605022718E7"	"8.416071958E7"	"2.581348506E7"	"1.621836704E7"	"6618089.72"	"1.69313187E7"	"1.063516919E7"	"7631639.501"	"1.040709099E7"	"5389457.788"	"1.280385102E8"	"75256.5075"	"1.031338854E8"	"139114.442"	"5.730070105E7"	"5.352389272E7"	"58413.81963"	"4.463106928E7"	"2.705042129E7"	"6160951.668"	"2.195940322E7"	"8229225.374"	"6302616.463"	"6.019541206E7"	"7.493783438E7"	"3.521281596E7"	"3.383505217E7"	"3.224615175E7"	"3.033048736E7"	"1.757738493E7"	"3.244567219E7"	"4.99185276E7"	"3.293510039E7"	"3.107834731E7"	"3.128424635E7"	"4241085.607"	"8952788.665"	"1.864175538E7"	"8596547.605"	"6015709.226"	"4713715.846"	"3.054050547E7"	"2.730137754E7"	"1.327296409E7"	"5890936.55"	"2.348827972E7"	"3912612.131"	"5.50134505E7"	"8966476.253"	"3.853615239E7"	"3.554183297E7"	"165791.211"	"4.798412717E7"	"3.612224029E7"	"4.069940058E7"	"2.510576154E7"	"1.876794162E7"	"3.886757324E7"	"3.024962767E7"	"1.121016247E7"	"3.668231281E7"	"1.874512747E7"	"3.754543111E7"	"27976650"	"3.789159763E7"	"2.117940945E7"	"2.981234629E7"	"3.447134509E7"	"1.155477969E7"	"3.271284316E7"	"1.051604369E7"	"1.565005195E7"	"3.631766982E7"	"7.551497347E7"	"3.484765292E7"	"7.595489796E7"	"1.924341172E7"	"1.069449248E7"	"6766940.825"	"7925809.825"	"1.717235625E7"	"2.108763841E7"	"1.755854419E7"	"1.351413943E7"	"2.703155003E7"	"2.718573177E7"	"8384025.54"	"5912322.499"	"8844833.245"	"1.805619609E7"	"2.558310129E7"	"1.026186738E7"
"CHEBI:16015"	"C5H9NO4"	"N[C@@H](CCC(O)=O)C(O)=O"	"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1"	"L-Glutamate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1706220.153"	"869023.941"	"440782.9005"	"777924.597"	"1281244.441"	"2362613.307"	"1283102.161"	"339217.848"	"417934.0745"	"268909.9618"	"499781.6995"	"637945.6935"	"458472.7275"	"979604.0215"	"21212.212"	"856433.007"	"19413.3695"	"659001.6175"	"1354133.335"	"15246.803"	"1360411.925"	"1437736.592"	"435135.244"	"1.59383549E7"	"555417.7295"	"345743.0592"	"2844306.921"	"1069932.165"	"1663455.164"	"1514347.829"	"1462582.347"	"1432428.187"	"635313.123"	"1566059.197"	"826618.58"	"1377557.753"	"461024.4455"	"1403332.925"	"99647.352"	"594979.096"	"864668.8095"	"779737.4475"	"891185.844"	"270205.7126"	"733187.5595"	"1285353.903"	"356759.3975"	"483833.1825"	"225113.5524"	"330206.148"	"481871.757"	"465597.806"	"461050.102"	"1768021.656"	"25711.309"	"408783.727"	"1597501.508"	"286297.656"	"5477971.783"	"527454.7305"	"1785021.691"	"678185.955"	"234048.375"	"1655279.397"	"222089.2495"	"1624786.331"	"650019.4525"	"1767455.45"	"1037829.021"	"1795497.202"	"1820529.62"	"378829.1685"	"1589051.6"	"234133.0126"	"468146.1885"	"1580907.401"	"650881.75"	"1637952.856"	"893164.7275"	"3589571.378"	"210131.4535"	"273806.0175"	"382693.095"	"465372.632"	"409757.6465"	"624456.8675"	"169014.5595"	"287078.3615"	"284070.5305"	"315123.5495"	"389786.3048"	"469265.5995"	"570513.0305"	"422702.2135"	"278048.2095"
"CHEBI:17196"	"C4H8N2O3"	"N[C@@H](CC(N)=O)C(O)=O"	"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1"	"L-Asparagine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"612169.503"	"576539.1395"	"91044.10442"	"359746.389"	"908064.951"	"846884.5155"	"362216.563"	"347218.324"	"313038.078"	"281972.2695"	"282639.8355"	"263175.2555"	"300810.797"	"487271.0012"	"52058.734"	"551360.026"	"70067.1465"	"438785.2585"	"387444.843"	"9707.27"	"443837.4095"	"317871.817"	"75150.307"	"554964.44"	"109852.6095"	"199483.4015"	"2979691.083"	"585158.7655"	"660501.445"	"501968.7991"	"546826.7655"	"502443.2001"	"446853.95"	"508193.9076"	"538924.134"	"557101.4292"	"226948.1037"	"585053.1375"	"104661.4385"	"331087.5812"	"182827.929"	"302610.5988"	"397465.0108"	"228974.1603"	"275274.2147"	"561045.9038"	"324752.949"	"121486.296"	"396800.011"	"206999.0095"	"205128.9391"	"259578.9185"	"242501.8885"	"610589.0115"	"33163.128"	"433515.808"	"600374.5195"	"417374.5601"	"336893.9695"	"346861.6379"	"624689.2275"	"386818.214"	"136240.3208"	"645553.1265"	"122882.9072"	"637889.357"	"251931.588"	"661378.9305"	"205111.006"	"499447.6"	"620019.9095"	"440638.8194"	"595076.8695"	"385907.8601"	"662009.4479"	"662424.561"	"1634252.702"	"591737.1084"	"2008637.777"	"1260192.578"	"341244.735"	"274239.5696"	"334200.9241"	"292552.3635"	"1092382.364"	"139480.5183"	"163921.3115"	"190976.6605"	"160300.646"	"325949.8495"	"233403.4975"	"245209.001"	"294005.749"	"425361.1187"	"261833.3292"
"CHEBI:16977"	"C3H7NO2"	"C[C@H](N)C(O)=O"	"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1"	"L-Alanine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"8902878.938"	"1.067055793E7"	"5200444.086"	"8255986.186"	"9340895.881"	"1.604371553E7"	"7119664.599"	"2831594.381"	"3492855.437"	"2603523.995"	"1885301.099"	"3359719.951"	"2464424.978"	"3160042.854"	"64629.3035"	"2571191.848"	"123533.9375"	"4156040.226"	"1.847242658E7"	"68826.9525"	"4629881.84"	"1.155889158E7"	"2887307.139"	"1.091877824E7"	"4080443.877"	"2153135.325"	"1.543166499E7"	"2981806.618"	"7627660.316"	"8805636.608"	"8696520.118"	"8671595.762"	"9147914.36"	"8882326.166"	"1.367598952E7"	"8929299.937"	"3931374.409"	"8798872.982"	"1608783.626"	"3142577.622"	"4009985.491"	"3156941.62"	"3531999.82"	"1943337.625"	"3215133.703"	"1.098019446E7"	"4688827.791"	"3714602.961"	"2972765.091"	"1847603.425"	"3530875.115"	"2986976.662"	"2250198.14"	"9074390.646"	"47245.5895"	"4951279.514"	"9146631.556"	"8260608.042"	"2.389630125E7"	"7926224.131"	"9333904.559"	"4771786.131"	"5458372.638"	"9401820.5"	"2048168.426"	"9161258.236"	"2236478.432"	"9142225.969"	"8144745.701"	"1.433234984E7"	"9208897.147"	"4539692.314"	"7830370.991"	"9653899.886"	"1.17197027E7"	"8853209.248"	"1.710582429E7"	"8867548.707"	"2.239556426E7"	"5.192159657E7"	"3022321.988"	"2237901.048"	"2848243.777"	"4278632.719"	"8023150.195"	"3689592.135"	"1818882.466"	"2585060.217"	"1416385.617"	"2276063.424"	"1895565.459"	"1980851.632"	"3046140.381"	"4536814.021"	"2386800.335"
"CHEBI:15611"	"C3H7NO2"	"CNCC(O)=O"	"InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)"	"Sarcosine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"8902878.938"	"1.067055793E7"	"5200444.086"	"8255986.186"	"9340895.881"	"1.604371553E7"	"7119664.599"	"2831594.381"	"3492855.437"	"2603523.995"	"1885301.099"	"3359719.951"	"2464424.978"	"3160042.854"	"64629.3035"	"2571191.848"	"123533.9375"	"4156040.226"	"1.847242658E7"	"68826.9525"	"4629881.84"	"1.155889158E7"	"2887307.139"	"1.091877824E7"	"4080443.877"	"2153135.325"	"1.543166499E7"	"2981806.618"	"7627660.316"	"8805636.608"	"8696520.118"	"8671595.762"	"9147914.36"	"8882326.166"	"1.367598952E7"	"8929299.937"	"3931374.409"	"8798872.982"	"1608783.626"	"3142577.622"	"4009985.491"	"3156941.62"	"3531999.82"	"1943337.625"	"3215133.703"	"1.098019446E7"	"4688827.791"	"3714602.961"	"2972765.091"	"1847603.425"	"3530875.115"	"2986976.662"	"2250198.14"	"9074390.646"	"47245.5895"	"4951279.514"	"9146631.556"	"8260608.042"	"2.389630125E7"	"7926224.131"	"9333904.559"	"4771786.131"	"5458372.638"	"9401820.5"	"2048168.426"	"9161258.236"	"2236478.432"	"9142225.969"	"8144745.701"	"1.433234984E7"	"9208897.147"	"4539692.314"	"7830370.991"	"9653899.886"	"1.17197027E7"	"8853209.248"	"1.710582429E7"	"8867548.707"	"2.239556426E7"	"5.192159657E7"	"3022321.988"	"2237901.048"	"2848243.777"	"4278632.719"	"8023150.195"	"3689592.135"	"1818882.466"	"2585060.217"	"1416385.617"	"2276063.424"	"1895565.459"	"1980851.632"	"3046140.381"	"4536814.021"	"2386800.335"
"CHEBI:16958"	"C3H7NO2"	"NCCC(O)=O"	"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)"	"beta-Alanine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"8902878.938"	"1.067055793E7"	"5200444.086"	"8255986.186"	"9340895.881"	"1.604371553E7"	"7119664.599"	"2831594.381"	"3492855.437"	"2603523.995"	"1885301.099"	"3359719.951"	"2464424.978"	"3160042.854"	"64629.3035"	"2571191.848"	"123533.9375"	"4156040.226"	"1.847242658E7"	"68826.9525"	"4629881.84"	"1.155889158E7"	"2887307.139"	"1.091877824E7"	"4080443.877"	"2153135.325"	"1.543166499E7"	"2981806.618"	"7627660.316"	"8805636.608"	"8696520.118"	"8671595.762"	"9147914.36"	"8882326.166"	"1.367598952E7"	"8929299.937"	"3931374.409"	"8798872.982"	"1608783.626"	"3142577.622"	"4009985.491"	"3156941.62"	"3531999.82"	"1943337.625"	"3215133.703"	"1.098019446E7"	"4688827.791"	"3714602.961"	"2972765.091"	"1847603.425"	"3530875.115"	"2986976.662"	"2250198.14"	"9074390.646"	"47245.5895"	"4951279.514"	"9146631.556"	"8260608.042"	"2.389630125E7"	"7926224.131"	"9333904.559"	"4771786.131"	"5458372.638"	"9401820.5"	"2048168.426"	"9161258.236"	"2236478.432"	"9142225.969"	"8144745.701"	"1.433234984E7"	"9208897.147"	"4539692.314"	"7830370.991"	"9653899.886"	"1.17197027E7"	"8853209.248"	"1.710582429E7"	"8867548.707"	"2.239556426E7"	"5.192159657E7"	"3022321.988"	"2237901.048"	"2848243.777"	"4278632.719"	"8023150.195"	"3689592.135"	"1818882.466"	"2585060.217"	"1416385.617"	"2276063.424"	"1895565.459"	"1980851.632"	"3046140.381"	"4536814.021"	"2386800.335"
"CHEBI:15741"	"C4H6O4"	"OC(=O)CCC(O)=O"	"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)"	"Succinate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"944748.1805"	"835775.573"	"611860.1385"	"648778.6785"	"1147842.115"	"869476.6714"	"1275712.896"	"219191.827"	"284651.584"	"219061.1905"	"190717.6495"	"188239.5645"	"388846.6545"	"310678.492"	"156674.0525"	"308312.58"	"172526.297"	"480770.122"	"1010886.102"	"94868.184"	"1892944.161"	"562795.384"	"609664.4259"	"811460.756"	"371234.5045"	"185396.4769"	"2167742.445"	"307985.1245"	"1017112.867"	"860754.3285"	"810077.412"	"767827.608"	"2875819.661"	"856320.498"	"3085077.467"	"858899.1315"	"1352279.378"	"905804.0035"	"277068.6935"	"1143223.622"	"2187107.536"	"343470.623"	"1443325.396"	"561736.7415"	"518223.544"	"368343.003"	"651862.0415"	"590118.962"	"236224.206"	"314185.578"	"305829.4646"	"277196.5045"	"382631.3675"	"851795.978"	"90800.6425"	"522410.2335"	"846247.5555"	"342846.951"	"1588644.487"	"833639.5258"	"1026440.011"	"1023466.387"	"323576.814"	"914789.736"	"363646.1255"	"859563.839"	"496158.4075"	"907026.8865"	"665389.653"	"348913.3245"	"835548.594"	"1550963.441"	"876704.2245"	"1026065.412"	"1264749.768"	"885148.356"	"1603672.241"	"897962.411"	"2220743.489"	"1487641.755"	"220006.567"	"176129.4415"	"608939.4165"	"139181.464"	"1646583.672"	"555195.02"	"167049.401"	"462356.259"	"201480.6075"	"211526.174"	"220825.4485"	"260633.5425"	"180565.0505"	"345369.666"	"148608.4665"
"CHEBI:30860"	"C4H6O4"	"CC(C(O)=O)C(O)=O"	"InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)"	"Methylmalonate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"944748.1805"	"835775.573"	"611860.1385"	"648778.6785"	"1147842.115"	"869476.6714"	"1275712.896"	"219191.827"	"284651.584"	"219061.1905"	"190717.6495"	"188239.5645"	"388846.6545"	"310678.492"	"156674.0525"	"308312.58"	"172526.297"	"480770.122"	"1010886.102"	"94868.184"	"1892944.161"	"562795.384"	"609664.4259"	"811460.756"	"371234.5045"	"185396.4769"	"2167742.445"	"307985.1245"	"1017112.867"	"860754.3285"	"810077.412"	"767827.608"	"2875819.661"	"856320.498"	"3085077.467"	"858899.1315"	"1352279.378"	"905804.0035"	"277068.6935"	"1143223.622"	"2187107.536"	"343470.623"	"1443325.396"	"561736.7415"	"518223.544"	"368343.003"	"651862.0415"	"590118.962"	"236224.206"	"314185.578"	"305829.4646"	"277196.5045"	"382631.3675"	"851795.978"	"90800.6425"	"522410.2335"	"846247.5555"	"342846.951"	"1588644.487"	"833639.5258"	"1026440.011"	"1023466.387"	"323576.814"	"914789.736"	"363646.1255"	"859563.839"	"496158.4075"	"907026.8865"	"665389.653"	"348913.3245"	"835548.594"	"1550963.441"	"876704.2245"	"1026065.412"	"1264749.768"	"885148.356"	"1603672.241"	"897962.411"	"2220743.489"	"1487641.755"	"220006.567"	"176129.4415"	"608939.4165"	"139181.464"	"1646583.672"	"555195.02"	"167049.401"	"462356.259"	"201480.6075"	"211526.174"	"220825.4485"	"260633.5425"	"180565.0505"	"345369.666"	"148608.4665"
"CHEBI:17561"	"C3H7NO2S"	"N[C@@H](CS)C(O)=O"	"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1"	"L-Cysteine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"153929.5695"	"325977.7882"	"121008.6645"	"216954.8605"	"258219.451"	"90577.5975"	"72731.0045"	"21607.9855"	"143838.2776"	"17951.0541"	"15785.72468"	"25247.64726"	"16216.1975"	"375236.9379"	"1038.256"	"333951.2152"	"2138.858334"	"180323.1985"	"67958.42533"	"1362.0995"	"241648.166"	"47283.38058"	"125898.308"	"34858.9835"	"140562.129"	"62716.11283"	"156132.0473"	"207141.0805"	"102613.0995"	"119744.7447"	"120101.4398"	"124338.623"	"116041.122"	"101380.668"	"164899.7559"	"122708.48"	"143953.3115"	"133430.5313"	"23167.7585"	"38074.178"	"102588.3562"	"17169.468"	"27789.9611"	"8652.396198"	"60413.3655"	"37002.827"	"81242.475"	"91643.342"	"69573.074"	"8516.0625"	"254641.8836"	"24558.04486"	"115848.4325"	"158901.2945"	"2723.696"	"160933.636"	"135584.7345"	"125351.1249"	"110036.023"	"152505.35"	"143173.4955"	"103462.573"	"71856.3765"	"121002.0515"	"90579.1055"	"131884.7995"	"44238.625"	"144662.89"	"144650.944"	"51436.976"	"144732.8805"	"21437.43044"	"123751.13"	"52568.59866"	"32098.78295"	"126514.4405"	"110999.32"	"138952.894"	"121729.5375"	"117692.8905"	"23780.647"	"19320.046"	"16468.36997"	"15596.06"	"33671.27426"	"166779.9745"	"75558.466"	"226104.1985"	"77107.0695"	"21020.432"	"23102.37845"	"21855.8045"	"18302.347"	"41298.507"	"16082.9455"
"CHEBI:37023"	"C6H11NO4"	"N[C@@H](CCCC(O)=O)C(O)=O"	"InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)/t4-/m0/s1"	"L-2-Aminoadipate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"296541.946"	"584552.236"	"107825.726"	"486763.7285"	"1101170.237"	"74708.07705"	"62119.7645"	"50920.3965"	"58709.5515"	"112225.2475"	"62269.0855"	"53932.927"	"107971.0436"	"327641.096"	"6486.3795"	"145547.1705"	"5797.877"	"111259.143"	"94963.78346"	"6567.441"	"667610.1436"	"98091.0415"	"431204.04"	"127571.1305"	"514549.937"	"181409.089"	"597565.3478"	"353655.464"	"285724.846"	"234593.677"	"217176.6965"	"248313.378"	"1160019.816"	"263573.132"	"572835.428"	"245026.282"	"87063.409"	"224085.1224"	"94377.597"	"133936.6335"	"359573.3036"	"108684.3188"	"126259.8927"	"191106.3605"	"95165.3205"	"22081.99562"	"170070.1935"	"236298.7125"	"446683.0435"	"59009.108"	"381414.785"	"107902.565"	"52686.5005"	"280899.6585"	"8816.8275"	"58108.71"	"271982.7449"	"252758.7656"	"159594.932"	"172236.96"	"299473.985"	"38174.23085"	"140620.932"	"276491.6795"	"117248.8775"	"284592.468"	"20152.65548"	"271449.7745"	"1383917.856"	"44002.858"	"275935.824"	"164801.3045"	"282724.1404"	"54740.5305"	"161988.3396"	"288425.9365"	"378293.191"	"277312.56"	"981764.425"	"247278.1835"	"137168.1465"	"68725.24274"	"179285.4515"	"73075.9515"	"422922.802"	"580414.033"	"33789.2154"	"91870.782"	"70816.4225"	"93737.19271"	"83063.561"	"50924.3065"	"89620.4455"	"281841.917"	"55093.52343"
"CHEBI:28037"	"C8H15NO6"	"CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O"	"InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6+,7-,8?/m1/s1"	"N-Acetyl-D-galactosamine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"3247430.914"	"3273616.257"	"1511416.634"	"3370881.585"	"3452980.197"	"3211765.701"	"2204269.235"	"1978085.714"	"1923387.275"	"1351965.206"	"2091555.162"	"1567306.17"	"1601308.304"	"1696447.124"	"56255.94468"	"1698637.862"	"27239.52"	"1669984.897"	"1623551.316"	"52055.7615"	"2803656.916"	"1507715.825"	"1995692.199"	"3979085.453"	"1837490.198"	"1421382.41"	"1755044.748"	"1512332.636"	"3126574.916"	"2780093.442"	"2694882.201"	"2749258.066"	"1463379.508"	"2826758.125"	"2242545.632"	"2817941.332"	"1684906.131"	"2874798.365"	"121980.4236"	"2013368.858"	"1810454.105"	"1902899.453"	"1732498.772"	"1444206.997"	"1659747.489"	"2641419.242"	"1815514.412"	"1853108.493"	"852431.3565"	"1752097.77"	"1750010.082"	"1695607.199"	"1864030.605"	"3205957.794"	"38163.444"	"1355522.636"	"3303863.244"	"824870.51"	"1278472.622"	"1952709.103"	"3301751.58"	"1720377.642"	"1255147.702"	"3113119.282"	"499879.9825"	"3229405.874"	"747434.8395"	"3209191.691"	"1058731.771"	"972159.98"	"2960200.64"	"1044260.326"	"2947215.051"	"1016093.044"	"1367134.736"	"3193116.875"	"1850777.492"	"2848566.008"	"1813781.225"	"1823858.619"	"1681790.404"	"1345384.155"	"1992572.262"	"982459.904"	"1048543.36"	"1727853.472"	"970513.3575"	"1487901.063"	"763741.5144"	"1306685.453"	"1473021.422"	"1617496.969"	"1612794.865"	"1806498.323"	"1685778.064"
"CHEBI:506227"	"C8H15NO6"	"CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O"	"InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1"	"N-Acetyl-D-glucosamine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"3247430.914"	"3273616.257"	"1511416.634"	"3370881.585"	"3452980.197"	"3211765.701"	"2204269.235"	"1978085.714"	"1923387.275"	"1351965.206"	"2091555.162"	"1567306.17"	"1601308.304"	"1696447.124"	"56255.94468"	"1698637.862"	"27239.52"	"1669984.897"	"1623551.316"	"52055.7615"	"2803656.916"	"1507715.825"	"1995692.199"	"3979085.453"	"1837490.198"	"1421382.41"	"1755044.748"	"1512332.636"	"3126574.916"	"2780093.442"	"2694882.201"	"2749258.066"	"1463379.508"	"2826758.125"	"2242545.632"	"2817941.332"	"1684906.131"	"2874798.365"	"121980.4236"	"2013368.858"	"1810454.105"	"1902899.453"	"1732498.772"	"1444206.997"	"1659747.489"	"2641419.242"	"1815514.412"	"1853108.493"	"852431.3565"	"1752097.77"	"1750010.082"	"1695607.199"	"1864030.605"	"3205957.794"	"38163.444"	"1355522.636"	"3303863.244"	"824870.51"	"1278472.622"	"1952709.103"	"3301751.58"	"1720377.642"	"1255147.702"	"3113119.282"	"499879.9825"	"3229405.874"	"747434.8395"	"3209191.691"	"1058731.771"	"972159.98"	"2960200.64"	"1044260.326"	"2947215.051"	"1016093.044"	"1367134.736"	"3193116.875"	"1850777.492"	"2848566.008"	"1813781.225"	"1823858.619"	"1681790.404"	"1345384.155"	"1992572.262"	"982459.904"	"1048543.36"	"1727853.472"	"970513.3575"	"1487901.063"	"763741.5144"	"1306685.453"	"1473021.422"	"1617496.969"	"1612794.865"	"1806498.323"	"1685778.064"
"CHEBI:63153"	"C8H15NO6"	"CC(=O)N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O"	"InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5+,6-,7-,8?/m1/s1"	"N-Acetyl-D-mannosamine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"3247430.914"	"3273616.257"	"1511416.634"	"3370881.585"	"3452980.197"	"3211765.701"	"2204269.235"	"1978085.714"	"1923387.275"	"1351965.206"	"2091555.162"	"1567306.17"	"1601308.304"	"1696447.124"	"56255.94468"	"1698637.862"	"27239.52"	"1669984.897"	"1623551.316"	"52055.7615"	"2803656.916"	"1507715.825"	"1995692.199"	"3979085.453"	"1837490.198"	"1421382.41"	"1755044.748"	"1512332.636"	"3126574.916"	"2780093.442"	"2694882.201"	"2749258.066"	"1463379.508"	"2826758.125"	"2242545.632"	"2817941.332"	"1684906.131"	"2874798.365"	"121980.4236"	"2013368.858"	"1810454.105"	"1902899.453"	"1732498.772"	"1444206.997"	"1659747.489"	"2641419.242"	"1815514.412"	"1853108.493"	"852431.3565"	"1752097.77"	"1750010.082"	"1695607.199"	"1864030.605"	"3205957.794"	"38163.444"	"1355522.636"	"3303863.244"	"824870.51"	"1278472.622"	"1952709.103"	"3301751.58"	"1720377.642"	"1255147.702"	"3113119.282"	"499879.9825"	"3229405.874"	"747434.8395"	"3209191.691"	"1058731.771"	"972159.98"	"2960200.64"	"1044260.326"	"2947215.051"	"1016093.044"	"1367134.736"	"3193116.875"	"1850777.492"	"2848566.008"	"1813781.225"	"1823858.619"	"1681790.404"	"1345384.155"	"1992572.262"	"982459.904"	"1048543.36"	"1727853.472"	"970513.3575"	"1487901.063"	"763741.5144"	"1306685.453"	"1473021.422"	"1617496.969"	"1612794.865"	"1806498.323"	"1685778.064"
